coupon_title_key,coupon_code_key,coupon_title_example,coupon_code_example,paid_registrations,channel_name,channel_type,alias_reason,reviewed
MIF2026 5K,1RXPHQPY,MIF2026_5K,1RXPHQPY,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1SGQMI3S,MIF2026_5K,1SGQMI3S,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1XDF911L,MIF2026_5K,1XDF911L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1XXQBD7Y,MIF2026_5K,1XXQBD7Y,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,1YS67PT8,MIF2026_5K,1YS67PT8,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,27FDNE4T,MIF2026_5K,27FDNE4T,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2CC3AW1L,MIF2026_5K,2CC3AW1L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2DSS8KU9,MIF2026_5K,2DSS8KU9,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2INHU3S3,MIF2026_5K,2INHU3S3,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2J7JZW5V,MIF2026_5K,2J7JZW5V,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2JRT28C9,MIF2026_5K,2JRT28C9,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2QIYJ2WC,MIF2026_5K,2QIYJ2WC,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2S9GF984,MIF2026_5K,2S9GF984,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,2TP7DX2Q,MIF2026_5K,2TP7DX2Q,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,343VMA4Q,MIF2026_5K,343VMA4Q,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,35ILKXWC,MIF2026_5K,35ILKXWC,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,3AEA7GU6,MIF2026_5K,3AEA7GU6,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,3BXCC98Z,MIF2026_5K,3BXCC98Z,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,3H9RWFYF,MIF2026_5K,3H9RWFYF,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,3KZASMB7,MIF2026_5K,3KZASMB7,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,3Y661S6W,MIF2026_5K,3Y661S6W,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,3ZLWYFZJ,MIF2026_5K,3ZLWYFZJ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,4D6T3N7X,MIF2026_5K,4D6T3N7X,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,4DKI1B1K,MIF2026_5K,4DKI1B1K,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,4JH8LUXD,MIF2026_5K,4JH8LUXD,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,4QWZE591,MIF2026_5K,4QWZE591,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,4W9EXBZG,MIF2026_5K,4W9EXBZG,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,4XN4VYT4,MIF2026_5K,4XN4VYT4,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,4ZEMR65V,MIF2026_5K,4ZEMR65V,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,52QDL64M,MIF2026_5K,52QDL64M,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,5354JUXA,MIF2026_5K,5354JUXA,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,56BCDP3N,MIF2026_5K,56BCDP3N,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,5B81Z71H,MIF2026_5K,5B81Z71H,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,5CMRWVT4,MIF2026_5K,5CMRWVT4,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,5HJGIDRX,MIF2026_5K,5HJGIDRX,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,5I3HP65R,MIF2026_5K,5I3HP65R,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,5PEX8CV7,MIF2026_5K,5PEX8CV7,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,5R5F4J8Y,MIF2026_5K,5R5F4J8Y,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,63YUCK3L,MIF2026_5K,63YUCK3L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,64DJA8W8,MIF2026_5K,64DJA8W8,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,6G5QKQXB,MIF2026_5K,6G5QKQXB,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,6JBYEK4P,MIF2026_5K,6JBYEK4P,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,6XGUNQYE,MIF2026_5K,6XGUNQYE,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,73J4EX9Y,MIF2026_5K,73J4EX9Y,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,7C2RRY6T,MIF2026_5K,7C2RRY6T,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,7CGHPLZF,MIF2026_5K,7CGHPLZF,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,7ID7B4X9,MIF2026_5K,7ID7B4X9,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,7Q7N131I,MIF2026_5K,7Q7N131I,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,81LCBG3I,MIF2026_5K,81LCBG3I,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,821294W5,MIF2026_5K,821294W5,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,847A2Z2J,MIF2026_5K,847A2Z2J,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,84SK5B9W,MIF2026_5K,84SK5B9W,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,8A4ZNHZD,MIF2026_5K,8A4ZNHZD,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,8HXGDG4L,MIF2026_5K,8HXGDG4L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,8MU6ZZ2F,MIF2026_5K,8MU6ZZ2F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,8NAVXMU3,MIF2026_5K,8NAVXMU3,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,9MFF2B8T,MIF2026_5K,9MFF2B8T,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,9Q1ETU7U,MIF2026_5K,9Q1ETU7U,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,9WCTC1XA,MIF2026_5K,9WCTC1XA,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,9WX3FC5M,MIF2026_5K,9WX3FC5M,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,A2US1V2G,MIF2026_5K,A2US1V2G,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,A867K2TW,MIF2026_5K,A867K2TW,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,AAWQG85N,MIF2026_5K,AAWQG85N,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,AH951EW4,MIF2026_5K,AH951EW4,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,AIR7679X,MIF2026_5K,AIR7679X,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,ANNWSQ7R,MIF2026_5K,ANNWSQ7R,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,AP3LQD1D,MIF2026_5K,AP3LQD1D,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,AUZBBWX7,MIF2026_5K,AUZBBWX7,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,B1W1XEV1,MIF2026_5K,B1W1XEV1,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,B339R92E,MIF2026_5K,B339R92E,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,B3MITL8S,MIF2026_5K,B3MITL8S,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,BGTF3R3H,MIF2026_5K,BGTF3R3H,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,BLQ4N91B,MIF2026_5K,BLQ4N91B,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,BM6ULXUX,MIF2026_5K,BM6ULXUX,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,BM96U3D4,MIF2026_5K,BM96U3D4,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,BTKLD85K,MIF2026_5K,BTKLD85K,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,BX6J5R4L,MIF2026_5K,BX6J5R4L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,C25GNTUY,MIF2026_5K,C25GNTUY,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,C8J8F56L,MIF2026_5K,C8J8F56L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,C9ZXDSY8,MIF2026_5K,C9ZXDSY8,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,CFBDWYQN,MIF2026_5K,CFBDWYQN,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,CH2VS62F,MIF2026_5K,CH2VS62F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,CPWCH56P,MIF2026_5K,CPWCH56P,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,D67QE16I,MIF2026_5K,D67QE16I,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,D7269BSS,MIF2026_5K,D7269BSS,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,D7MGCNY5,MIF2026_5K,D7MGCNY5,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,D9SN6I5J,MIF2026_5K,D9SN6I5J,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,DHM6UH9T,MIF2026_5K,DHM6UH9T,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,DMJUG16L,MIF2026_5K,DMJUG16L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,DNYKENZ9,MIF2026_5K,DNYKENZ9,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,DTVA17X3,MIF2026_5K,DTVA17X3,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,DZA1SH8P,MIF2026_5K,DZA1SH8P,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,E2Y7GJ1A,MIF2026_5K,E2Y7GJ1A,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,E9DY8VBW,MIF2026_5K,E9DY8VBW,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,EF54PPVZ,MIF2026_5K,EF54PPVZ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,EFPDR22D,MIF2026_5K,EFPDR22D,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,EL2TB8TT,MIF2026_5K,EL2TB8TT,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,EL45ICDZ,MIF2026_5K,EL45ICDZ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,EYSYMPUV,MIF2026_5K,EYSYMPUV,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,F7F74E5G,MIF2026_5K,F7F74E5G,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,F8VW23Y4,MIF2026_5K,F8VW23Y4,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,FDSLNKVW,MIF2026_5K,FDSLNKVW,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,FNSB7E6K,MIF2026_5K,FNSB7E6K,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,FQ422E4D,MIF2026_5K,FQ422E4D,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,FUP1TX3D,MIF2026_5K,FUP1TX3D,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,G5IE1YY1,MIF2026_5K,G5IE1YY1,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,G6X5YLRM,MIF2026_5K,G6X5YLRM,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,GLFT6B6H,MIF2026_5K,GLFT6B6H,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,GLUI4YY4,MIF2026_5K,GLUI4YY4,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,GSR8PGWX,MIF2026_5K,GSR8PGWX,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,H1U65UZ5,MIF2026_5K,H1U65UZ5,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,H89XW6AS,MIF2026_5K,H89XW6AS,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,H8NMUT4E,MIF2026_5K,H8NMUT4E,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,HEKCGC28,MIF2026_5K,HEKCGC28,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,HJH23UY2,MIF2026_5K,HJH23UY2,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,HKXRZHSN,MIF2026_5K,HKXRZHSN,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,HRCIST3B,MIF2026_5K,HRCIST3B,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,HRWSU6AN,MIF2026_5K,HRWSU6AN,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,HX97DB14,MIF2026_5K,HX97DB14,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,HXNXBZUR,MIF2026_5K,HXNXBZUR,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,I6B5TP4C,MIF2026_5K,I6B5TP4C,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,I7RVRDXY,MIF2026_5K,I7RVRDXY,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,ICNJDVUS,MIF2026_5K,ICNJDVUS,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,IMN9VP5F,MIF2026_5K,IMN9VP5F,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,IPZ1QP38,MIF2026_5K,IPZ1QP38,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,ISKYH839,MIF2026_5K,ISKYH839,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,J5T3NWRI,MIF2026_5K,J5T3NWRI,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,JEE3937J,MIF2026_5K,JEE3937J,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,JKBSUK5D,MIF2026_5K,JKBSUK5D,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,JKQHS9YZ,MIF2026_5K,JKQHS9YZ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,JS59JJ9L,MIF2026_5K,JS59JJ9L,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,JYHN4QZ3,MIF2026_5K,JYHN4QZ3,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,K75VLGAM,MIF2026_5K,K75VLGAM,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,K7JLJ43A,MIF2026_5K,K7JLJ43A,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,K9VCE423,MIF2026_5K,K9VCE423,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,KC2K8Y7G,MIF2026_5K,KC2K8Y7G,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,KDGA5L14,MIF2026_5K,KDGA5L14,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,KJSQPSRJ,MIF2026_5K,KJSQPSRJ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,KQ8GG436,MIF2026_5K,KQ8GG436,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,KQSRIF9J,MIF2026_5K,KQSRIF9J,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,KWJW1ATL,MIF2026_5K,KWJW1ATL,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,L6MTFMWU,MIF2026_5K,L6MTFMWU,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,LBII26UM,MIF2026_5K,LBII26UM,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,LBLUABEU,MIF2026_5K,LBLUABEU,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,LIDZR5YW,MIF2026_5K,LIDZR5YW,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,LLJ8KZ4B,MIF2026_5K,LLJ8KZ4B,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,LPAPDMVQ,MIF2026_5K,LPAPDMVQ,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,LRGX7H24,MIF2026_5K,LRGX7H24,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,LZAEWG6D,MIF2026_5K,LZAEWG6D,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,M39BEIWR,MIF2026_5K,M39BEIWR,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,M4P2C7QD,MIF2026_5K,M4P2C7QD,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,MA4T4H11,MIF2026_5K,MA4T4H11,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,MAP36U7D,MIF2026_5K,MAP36U7D,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,MDA1XD6E,MIF2026_5K,MDA1XD6E,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,MJ7QJV48,MIF2026_5K,MJ7QJV48,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,MR179U8H,MIF2026_5K,MR179U8H,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,MXDMT1YX,MIF2026_5K,MXDMT1YX,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,N3ULGV44,MIF2026_5K,N3ULGV44,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,N6FJ8E35,MIF2026_5K,N6FJ8E35,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,N8RB3E1X,MIF2026_5K,N8RB3E1X,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
MIF2026 5K,NCC9UWZY,MIF2026_5K,NCC9UWZY,1,MIF2026 — campanhas por distância,campanha,títulos MIF2026 por distância consolidados como uma campanha interna auditável,True
